2025-02-20,14:10:04.94,person,22,0.8641782999038696,0.0,1.457185869128864,32,529,355,908,E:\P_M_services\All_Project\final_20250220_140937\22_person_807.jpg
2025-02-20,14:10:12.52,person,68,0.8490434885025024,0.0,-0.197242497972425,1061,514,1306,918,E:\P_M_services\All_Project\final_20250220_140937\68_person_1027.jpg
